source_file,activity_type,start_time,sport,total_timer_time,total_distance,total_calories,total_ascent,altitude_min,altitude_max,enhanced_avg_speed,avg_heart_rate,max_heart_rate,num_laps,avg_cadence,avg_flow,avg_fractional_cadence,avg_running_cadence,avg_speed,avg_temperature,end_position_lat,end_position_long,enhanced_max_speed,event,event_type,first_lap_index,max_cadence,max_fractional_cadence,max_running_cadence,max_speed,max_temperature,message_index,metabolic_calories,min_temperature,nec_lat,nec_long,sport_profile_name,start_position_lat,start_position_long,sub_sport,swc_lat,swc_long,timestamp,total_anaerobic_training_effect,total_cycles,total_descent,total_elapsed_time,total_fractional_ascent,total_fractional_descent,total_grit,total_strides,total_training_effect,training_load_peak,trigger,workout_feel,workout_rpe
2026-04-11-08-05_Running.fit,Running,2026-04-11T06:05:47.000Z,running,7277.154,8100.04,765,531,268.4,708.4,1.113,128,178,1,30,,0.0390625,30,65.535,25,473442896,-5070356,13.669,lap,stop,0,122,0.5,122,65.535,28,0,146,23,473616705,-4742336,Trail Run,473452006,-5042635,trail,473430442,-5077648,2026-04-11T08:07:27.000Z,0.0,4707,519,7277.869,0.37,0.31,,4707,3.3,84.57696533203125,activity_end,50,50
